------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.4 Firmware v1.9.2 date format dd/MM/yyyy Filter Normal Multiple Incline Limb: Waist -----------
Serial Number: MOS2D26170079
Start Time 09:00:00
Start Date 20/02/2023
Epoch Period (hh:mm:ss) 00:00:30
Download Time 18:22:07
Download Date 23/02/2023
Current Memory Address: 0
Current Battery Voltage: 4.05     Mode = 61
--------------------------------------------------
0,22,0,0,0,0,0,30,0
0,0,0,0,0,0,0,30,0
0,10,0,0,0,0,0,30,0
191,652,311,4,0,0,3,27,0
31,294,246,2,0,0,24,6,0
0,0,2,0,0,0,28,2,0
0,12,16,0,0,0,22,8,0
73,487,502,2,0,0,10,20,0
320,583,741,12,0,0,30,0,0
693,725,707,20,0,0,30,0,0
283,798,431,11,0,0,30,0,0
18,109,29,0,0,0,14,16,0
0,0,0,0,0,0,30,0,0
0,0,0,0,0,0,30,0,0
0,0,0,0,0,0,30,0,0
0,0,0,0,0,0,30,0,0
0,0,0,0,0,0,30,0,0
0,12,0,0,0,0,30,0,0
0,0,0,0,0,0,30,0,0
0,0,0,0,0,0,30,0,0
0,0,0,0,0,0,30,0,0
0,0,0,0,0,0,30,0,0
0,0,0,0,0,0,30,0,0
0,0,0,0,0,0,30,0,0
0,0,0,0,0,30,0,0,0
0,0,0,0,0,30,0,0,0
0,32,4,0,0,0,10,20,0
0,0,0,0,0,0,30,0,0
0,0,0,0,0,0,30,0,0
0,0,0,0,0,0,30,0,0
0,0,0,0,0,0,30,0,0
0,16,5,0,0,0,21,9,0
0,0,0,0,0,0,30,0,0
0,0,0,0,0,0,30,0,0
0,0,0,0,0,0,30,0,0
0,14,4,0,0,0,27,3,0
0,0,0,0,0,0,20,10,0
0,0,0,0,0,0,30,0,0
0,61,16,0,0,0,30,0,0
0,0,0,0,0,0,30,0,0
0,0,0,0,0,0,30,0,0
0,0,0,0,0,0,30,0,0
0,0,0,0,0,0,30,0,0
0,44,28,0,0,0,30,0,0
0,0,0,0,0,0,30,0,0
0,0,0,0,0,0,30,0,0
0,0,0,0,0,0,30,0,0
0,0,0,0,0,0,30,0,0
0,0,0,0,0,0,30,0,0
11,71,0,0,0,0,5,25,0
0,0,0,0,0,0,0,30,0
0,0,0,0,0,0,0,30,0
0,0,0,0,0,0,0,30,0
0,0,0,0,0,0,0,30,0
0,0,0,0,0,0,0,30,0
0,0,0,0,0,0,0,30,0
0,0,0,0,0,0,0,30,0
0,0,0,0,0,0,0,30,0
10,9,12,1,0,0,0,30,0
0,0,0,0,0,0,0,30,0
0,0,2,0,0,0,0,30,0
3,0,2,0,0,0,0,30,0
0,0,0,0,0,0,0,30,0
0,0,0,0,0,0,0,30,0
0,0,0,0,0,0,0,30,0
0,0,0,0,0,0,0,30,0
0,0,0,0,0,0,0,30,0
0,0,0,0,0,0,0,30,0
7,0,2,0,0,0,0,30,0
0,0,0,0,0,0,0,30,0
0,0,0,0,0,0,0,30,0
0,0,0,0,0,0,0,30,0
0,0,0,0,0,0,0,30,0
0,0,0,0,0,0,0,30,0
